
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.9                                            Model: Raumlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           Demo data                                           

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
   -10.00   -50.00    43.71    45.17    74.82    16.48    26.76    -1.72    -2.55     1.91   -10.03   -51.00     0.00     0.00
   -10.00   -55.00    59.38    43.59    75.67    16.48    38.15    -1.72    -2.89     2.15   -10.03   -56.24     0.00     0.00
   -10.00   -60.00    82.44    41.28    75.77    16.48    59.32    -1.72    -3.36     2.39   -10.03   -61.51     0.00     0.00
   -10.00   -65.00   120.63    37.45    74.34    16.48   103.36    -1.72    -4.04     2.62   -10.03   -66.78     0.00     0.00
   -10.00   -70.00   209.66    28.51    67.85    16.48   243.04    -1.72    -5.23     2.86   -10.03   -71.93     0.00     0.00
   -10.00   -75.00   303.01    19.14    59.71    16.48   431.35    -1.72    -6.00     2.99   -10.03   -74.04     0.00  -658.47
   -10.00   -80.00   309.25    18.51    59.79    16.48   405.99    -1.72    -6.03     3.06   -10.03   -75.69     0.00 -1511.53
   -15.00     0.00    -3.91    49.59    57.06    15.73    18.00    -1.72    -1.75    -0.72   -15.08     0.00     0.00     0.00
   -15.00     5.00    -4.12    49.61    54.58    15.73    18.68    -1.72    -1.79    -0.96   -15.08     4.99     0.00     0.00
   -15.00    10.00    -3.78    49.58    52.04    15.73    19.28    -1.72    -1.83    -1.20   -15.08     9.96     0.00     0.00
   -15.00    15.00    -2.85    49.47    49.42    15.73    19.79    -1.72    -1.89    -1.45   -15.08    14.91     0.00     0.00
   -15.00    20.00    -1.26    49.30    46.73    15.73    20.19    -1.72    -1.95    -1.69   -15.08    19.85     0.00     0.00
   -15.00    25.00     1.06    49.05    43.95    15.73    20.50    -1.72    -2.02    -1.93   -15.08    24.78     0.00     0.00
   -15.00    30.00     4.25    48.71    41.08    15.73    20.72    -1.72    -2.09    -2.18   -15.08    29.68     0.00     0.00
   -15.00    35.00     8.50    48.25    38.08    15.73    20.87    -1.72    -2.17    -2.42   -15.08    34.57     0.00     0.00
   -15.00    40.00    14.04    47.65    34.94    15.73    20.96    -1.72    -2.26    -2.66   -15.08    39.45     0.00     0.00
   -15.00    45.00    21.23    46.87    31.61    15.73    21.02    -1.72    -2.34    -2.91   -15.08    44.31     0.00     0.00
   -15.00    50.00    30.59    45.85    28.05    15.73    21.06    -1.72    -2.44    -3.15   -15.08    49.16     0.00     0.00
   -15.00    55.00    42.88    44.52    24.16    15.73    21.12    -1.72    -2.53    -3.40   -15.08    53.99     0.00     0.00
   -15.00    60.00    59.28    42.75    19.83    15.73    21.24    -1.72    -2.62    -3.65   -15.08    58.81     0.00     0.00
   -15.00    65.00    81.72    40.32    14.83    15.73    21.45    -1.72    -2.72    -3.90   -15.08    63.61     0.00     0.00
   -15.00    70.00   113.60    36.87     8.81    15.73    21.80    -1.72    -2.81    -4.14   -15.08    68.40     0.00     0.00
   -15.00    75.00   161.41    31.69     1.06    15.73    22.35    -1.72    -2.91    -4.39   -15.08    73.17     0.00     0.00
   -15.00    80.00   239.41    23.25    -9.97    15.73    23.15    -1.72    -3.00    -4.64   -15.08    77.93     0.00     0.00
   -15.00     0.00    -3.91    49.59    57.06    15.73    18.00    -1.72    -1.75    -0.72   -15.08     0.00     0.00     0.00
   -15.00    -5.00    -3.16    49.51    59.48    15.73    17.25    -1.72    -1.73    -0.48   -15.08    -5.01     0.00     0.00
   -15.00   -10.00    -1.86    49.37    61.83    15.73    16.48    -1.72    -1.72    -0.24   -15.08   -10.03     0.00     0.00
   -15.00   -15.00     0.00    49.17    64.12    15.73    15.73    -1.72    -1.72     0.00   -15.08   -15.08     0.00     0.00
   -15.00   -20.00     2.49    48.90    66.33    15.73    15.09    -1.72    -1.75     0.24   -15.08   -20.14     0.00     0.00
   -15.00   -25.00     5.70    48.55    68.45    15.73    14.67    -1.72    -1.79     0.48   -15.08   -25.22     0.00     0.00
   -15.00   -30.00     9.77    48.11    70.47    15.73    14.65    -1.72    -1.87     0.72   -15.08   -30.33     0.00     0.00
   -15.00   -35.00    14.90    47.55    72.37    15.73    15.29    -1.72    -1.97     0.96   -15.08   -35.46     0.00     0.00
   -15.00   -40.00    21.41    46.85    74.12    15.73    16.99    -1.72    -2.11     1.20   -15.08   -40.62     0.00     0.00
   -15.00   -45.00    29.80    45.94    75.65    15.73    20.43    -1.72    -2.30     1.43   -15.08   -45.80     0.00     0.00
   -15.00   -50.00    40.87    44.74    76.88    15.73    26.76    -1.72    -2.55     1.67   -15.08   -51.00     0.00     0.00
   -15.00   -55.00    56.09    43.09    77.66    15.73    38.15    -1.72    -2.89     1.91   -15.08   -56.24     0.00     0.00
   -15.00   -60.00    78.43    40.68    77.65    15.73    59.32    -1.72    -3.36     2.14   -15.08   -61.51     0.00     0.00
   -15.00   -65.00   115.33    36.68    76.06    15.73   103.36    -1.72    -4.04     2.38   -15.08   -66.78     0.00     0.00
   -15.00   -70.00   200.84    27.42    69.25    15.73   243.04    -1.72    -5.23     2.62   -15.08   -71.93     0.00     0.00
   -15.00   -75.00   289.83    17.79    60.84    15.73   431.35    -1.72    -6.00     2.75   -15.08   -74.04     0.00  -658.47
   -15.00   -80.00   295.86    17.14    60.91    15.73   405.99    -1.72    -6.03     2.82   -15.08   -75.69     0.00 -1511.53
   -20.00     0.00    -6.55    49.37    59.32    15.09    18.00    -1.75    -1.75    -0.96   -20.14     0.00     0.00     0.00
   -20.00     5.00    -6.87    49.40    56.85    15.09    18.68    -1.75    -1.79    -1.20   -20.14     4.99     0.00     0.00
   -20.00    10.00    -6.68    49.38    54.32    15.09    19.28    -1.75    -1.83    -1.44   -20.14     9.96     0.00     0.00
   -20.00    15.00    -5.93    49.30    51.72    15.09    19.79    -1.75    -1.89    -1.69   -20.14    14.91     0.00     0.00
   -20.00    20.00    -4.59    49.14    49.04    15.09    20.19    -1.75    -1.95    -1.93   -20.14    19.85     0.00     0.00
   -20.00    25.00    -2.58    48.91    46.29    15.09    20.50    -1.75    -2.02    -2.17   -20.14    24.78     0.00     0.00
   -20.00    30.00     0.22    48.58    43.43    15.09    20.72    -1.75    -2.09    -2.42   -20.14    29.68     0.00     0.00
   -20.00    35.00     3.96    48.15    40.46    15.09    20.87    -1.75    -2.17    -2.66   -20.14    34.57     0.00     0.00
   -20.00    40.00     8.83    47.58    37.35    15.09    20.96    -1.75    -2.26    -2.90   -20.14    39.45     0.00     0.00
   -20.00    45.00    15.14    46.85    34.08    15.09    21.02    -1.75    -2.34    -3.15   -20.14    44.31     0.00     0.00
   -20.00    50.00    23.29    45.91    30.58    15.09    21.06    -1.75    -2.44    -3.39   -20.14    49.16     0.00     0.00
   -20.00    55.00    33.90    44.68    26.80    15.09    21.12    -1.75    -2.53    -3.64   -20.14    53.99     0.00     0.00
   -20.00    60.00    47.86    43.06    22.62    15.09    21.24    -1.75    -2.62    -3.89   -20.14    58.81     0.00     0.00
   -20.00    65.00    66.61    40.89    17.88    15.09    21.45    -1.75    -2.72    -4.14   -20.14    63.61     0.00     0.00
   -20.00    70.00    92.57    37.88    12.30    15.09    21.80    -1.75    -2.81    -4.38   -20.14    68.40     0.00     0.00
   -20.00    75.00   130.07    33.54     5.38    15.09    22.35    -1.75    -2.91    -4.63   -20.14    73.17     0.00     0.00
   -20.00    80.00   187.82    26.85    -3.89    15.09    23.15    -1.75    -3.00    -4.89   -20.14    77.93     0.00     0.00
   -20.00     0.00    -6.55    49.37    59.32    15.09    18.00    -1.75    -1.75    -0.96   -20.14     0.00     0.00     0.00
   -20.00    -5.00    -5.73    49.27    61.72    15.09    17.25    -1.75    -1.73    -0.72   -20.14    -5.01     0.00     0.00
   -20.00   -10.00    -4.38    49.12    64.06    15.09    16.48    -1.75    -1.72    -0.48   -20.14   -10.03     0.00     0.00
   -20.00   -15.00    -2.49    48.90    66.33    15.09    15.73    -1.75    -1.72    -0.24   -20.14   -15.08     0.00     0.00
   -20.00   -20.00     0.00    48.61    68.52    15.09    15.09    -1.75    -1.75     0.00   -20.14   -20.14     0.00     0.00
   -20.00   -25.00     3.19    48.24    70.62    15.09    14.67    -1.75    -1.79     0.24   -20.14   -25.22     0.00     0.00
   -20.00   -30.00     7.20    47.77    72.62    15.09    14.65    -1.75    -1.87     0.48   -20.14   -30.33     0.00     0.00
   -20.00   -35.00    12.24    47.19    74.49    15.09    15.29    -1.75    -1.97     0.72   -20.14   -35.46     0.00     0.00
   -20.00   -40.00    18.62    46.45    76.20    15.09    16.99    -1.75    -2.11     0.96   -20.14   -40.62     0.00     0.00
   -20.00   -45.00    26.81    45.50    77.69    15.09    20.43    -1.75    -2.30     1.19   -20.14   -45.80     0.00     0.00
   -20.00   -50.00    37.60    44.25    78.87    15.09    26.76    -1.75    -2.55     1.43   -20.14   -51.00     0.00     0.00
   -20.00   -55.00    52.42    42.54    79.58    15.09    38.15    -1.75    -2.89     1.67   -20.14   -56.24     0.00     0.00
   -20.00   -60.00    74.10    40.02    79.48    15.09    59.32    -1.75    -3.36     1.90   -20.14   -61.51     0.00     0.00
   -20.00   -65.00   109.81    35.89    77.75    15.09   103.36    -1.75    -4.04     2.14   -20.14   -66.78     0.00     0.00
   -20.00   -70.00   192.11    26.35    70.66    15.09   243.04    -1.75    -5.23     2.38   -20.14   -71.93     0.00     0.00
   -20.00   -75.00   277.19    16.50    62.03    15.09   431.35    -1.75    -6.00     2.51   -20.14   -74.04     0.00  -658.47
   -20.00   -80.00   283.02    15.82    62.07    15.09   405.99    -1.75    -6.03     2.58   -20.14   -75.69     0.00 -1511.53
   -25.00     0.00   -10.00    49.08    61.50    14.67    18.00    -1.79    -1.75    -1.20   -25.22     0.00     0.00     0.00
   -25.00     5.00   -10.45    49.13    59.06    14.67    18.68    -1.79    -1.79    -1.44   -25.22     4.99     0.00     0.00
   -25.00    10.00   -10.43    49.13    56.54    14.67    19.28    -1.79    -1.83    -1.68   -25.22     9.96     0.00     0.00
   -25.00    15.00    -9.90    49.07    53.96    14.67    19.79    -1.79    -1.89    -1.93   -25.22    14.91     0.00     0.00
   -25.00    20.00    -8.82    48.93    51.31    14.67    20.19    -1.79    -1.95    -2.17   -25.22    19.85     0.00     0.00
   -25.00    25.00    -7.13    48.72    48.57    14.67    20.50    -1.79    -2.02    -2.41   -25.22    24.78     0.00     0.00
   -25.00    30.00    -4.73    48.43    45.75    14.67    20.72    -1.79    -2.09    -2.66   -25.22    29.68     0.00     0.00
   -25.00    35.00    -1.51    48.03    42.82    14.67    20.87    -1.79    -2.17    -2.90   -25.22    34.57     0.00     0.00
   -25.00    40.00     2.72    47.51    39.75    14.67    20.96    -1.79    -2.26    -3.14   -25.22    39.45     0.00     0.00
   -25.00    45.00     8.19    46.84    36.53    14.67    21.02    -1.79    -2.34    -3.39   -25.22    44.31     0.00     0.00
   -25.00    50.00    15.25    45.97    33.11    14.67    21.06    -1.79    -2.44    -3.63   -25.22    49.16     0.00     0.00
   -25.00    55.00    24.36    44.85    29.44    14.67    21.12    -1.79    -2.53    -3.88   -25.22    53.99     0.00     0.00
   -25.00    60.00    36.26    43.38    25.41    14.67    21.24    -1.79    -2.62    -4.13   -25.22    58.81     0.00     0.00
   -25.00    65.00    52.02    41.44    20.90    14.67    21.45    -1.79    -2.72    -4.38   -25.22    63.61     0.00     0.00
   -25.00    70.00    73.42    38.81    15.70    14.67    21.80    -1.79    -2.81    -4.63   -25.22    68.40     0.00     0.00
   -25.00    75.00   103.51    35.10     9.42    14.67    22.35    -1.79    -2.91    -4.88   -25.22    73.17     0.00     0.00
   -25.00    80.00   147.97    29.63     1.37    14.67    23.15    -1.79    -3.00    -5.13   -25.22    77.93     0.00     0.00
   -25.00     0.00   -10.00    49.08    61.50    14.67    18.00    -1.79    -1.75    -1.20   -25.22     0.00     0.00     0.00
   -25.00    -5.00    -9.07    48.96    63.89    14.67    17.25    -1.79    -1.73    -0.96   -25.22    -5.01     0.00     0.00
   -25.00   -10.00    -7.65    48.79    66.20    14.67    16.48    -1.79    -1.72    -0.72   -25.22   -10.03     0.00     0.00
   -25.00   -15.00    -5.70    48.55    68.45    14.67    15.73    -1.79    -1.72    -0.48   -25.22   -15.08     0.00     0.00
   -25.00   -20.00    -3.19    48.24    70.62    14.67    15.09    -1.79    -1.75    -0.24   -25.22   -20.14     0.00     0.00
   -25.00   -25.00     0.00    47.85    72.70    14.67    14.67    -1.79    -1.79     0.00   -25.22   -25.22     0.00     0.00
   -25.00   -30.00     3.98    47.36    74.67    14.67    14.65    -1.79    -1.87     0.24   -25.22   -30.33     0.00     0.00
   -25.00   -35.00     8.96    46.74    76.52    14.67    15.29    -1.79    -1.97     0.48   -25.22   -35.46     0.00     0.00
   -25.00   -40.00    15.24    45.97    78.19    14.67    16.99    -1.79    -2.11     0.72   -25.22   -40.62     0.00     0.00
   -25.00   -45.00    23.27    44.98    79.64    14.67    20.43    -1.79    -2.30     0.95   -25.22   -45.80     0.00     0.00
   -25.00   -50.00    33.82    43.68    80.77    14.67    26.76    -1.79    -2.55     1.19   -25.22   -51.00     0.00     0.00
   -25.00   -55.00    48.26    41.91    81.42    14.67    38.15    -1.79    -2.89     1.43   -25.22   -56.24     0.00     0.00
   -25.00   -60.00    69.35    39.31    81.23    14.67    59.32    -1.79    -3.36     1.67   -25.22   -61.51     0.00     0.00
   -25.00   -65.00   103.98    35.05    79.38    14.67   103.36    -1.79    -4.04     1.90   -25.22   -66.78     0.00     0.00
   -25.00   -70.00   183.35    25.27    72.06    14.67   243.04    -1.79    -5.23     2.14   -25.22   -71.93     0.00     0.00
   -25.00   -75.00   264.88    15.24    63.24    14.67   431.35    -1.79    -6.00     2.27   -25.22   -74.04     0.00  -658.47
   -25.00   -80.00   270.54    14.54    63.26    14.67   405.99    -1.79    -6.03     2.34   -25.22   -75.69     0.00 -1511.53
   -30.00     0.00   -14.39    48.71    63.60    14.65    18.00    -1.87    -1.75    -1.44   -30.33     0.00     0.00     0.00
   -30.00     5.00   -15.01    48.79    61.18    14.65    18.68    -1.87    -1.79    -1.68   -30.33     4.99     0.00     0.00
   -30.00    10.00   -15.19    48.81    58.69    14.65    19.28    -1.87    -1.83    -1.92   -30.33     9.96     0.00     0.00
   -30.00    15.00   -14.90    48.78    56.14    14.65    19.79    -1.87    -1.89    -2.17   -30.33    14.91     0.00     0.00
   -30.00    20.00   -14.11    48.67    53.51    14.65    20.19    -1.87    -1.95    -2.41   -30.33    19.85     0.00     0.00
   -30.00    25.00   -12.77    48.50    50.81    14.65    20.50    -1.87    -2.02    -2.65   -30.33    24.78     0.00     0.00
   -30.00    30.00   -10.81    48.24    48.03    14.65    20.72    -1.87    -2.09    -2.89   -30.33    29.68     0.00     0.00
   -30.00    35.00    -8.10    47.89    45.14    14.65    20.87    -1.87    -2.17    -3.14   -30.33    34.57     0.00     0.00
   -30.00    40.00    -4.52    47.43    42.13    14.65    20.96    -1.87    -2.26    -3.38   -30.33    39.45     0.00     0.00
   -30.00    45.00     0.14    46.82    38.98    14.65    21.02    -1.87    -2.34    -3.63   -30.33    44.31     0.00     0.00
   -30.00    50.00     6.16    46.04    35.65    14.65    21.06    -1.87    -2.44    -3.87   -30.33    49.16     0.00     0.00
   -30.00    55.00    13.92    45.03    32.08    14.65    21.12    -1.87    -2.53    -4.12   -30.33    53.99     0.00     0.00
   -30.00    60.00    23.99    43.72    28.21    14.65    21.24    -1.87    -2.62    -4.37   -30.33    58.81     0.00     0.00
   -30.00    65.00    37.21    42.00    23.93    14.65    21.45    -1.87    -2.72    -4.62   -30.33    63.61     0.00     0.00
   -30.00    70.00    54.93    39.70    19.06    14.65    21.80    -1.87    -2.81    -4.87   -30.33    68.40     0.00     0.00
   -30.00    75.00    79.34    36.53    13.31    14.65    22.35    -1.87    -2.91    -5.12   -30.33    73.17     0.00     0.00
   -30.00    80.00   114.37    31.97     6.17    14.65    23.15    -1.87    -3.00    -5.37   -30.33    77.93     0.00     0.00
   -30.00     0.00   -14.39    48.71    63.60    14.65    18.00    -1.87    -1.75    -1.44   -30.33     0.00     0.00     0.00
   -30.00    -5.00   -13.32    48.57    65.96    14.65    17.25    -1.87    -1.73    -1.20   -30.33    -5.01     0.00     0.00
   -30.00   -10.00   -11.80    48.37    68.25    14.65    16.48    -1.87    -1.72    -0.96   -30.33   -10.03     0.00     0.00
   -30.00   -15.00    -9.77    48.11    70.47    14.65    15.73    -1.87    -1.72    -0.72   -30.33   -15.08     0.00     0.00
   -30.00   -20.00    -7.20    47.77    72.62    14.65    15.09    -1.87    -1.75    -0.48   -30.33   -20.14     0.00     0.00
   -30.00   -25.00    -3.98    47.36    74.67    14.65    14.67    -1.87    -1.79    -0.24   -30.33   -25.22     0.00     0.00
   -30.00   -30.00     0.00    46.84    76.62    14.65    14.65    -1.87    -1.87     0.00   -30.33   -30.33     0.00     0.00
   -30.00   -35.00     4.95    46.20    78.43    14.65    15.29    -1.87    -1.97     0.24   -30.33   -35.46     0.00     0.00
   -30.00   -40.00    11.14    45.39    80.08    14.65    16.99    -1.87    -2.11     0.48   -30.33   -40.62     0.00     0.00
   -30.00   -45.00    19.05    44.36    81.49    14.65    20.43    -1.87    -2.30     0.72   -30.33   -45.80     0.00     0.00
   -30.00   -50.00    29.39    43.02    82.57    14.65    26.76    -1.87    -2.55     0.95   -30.33   -51.00     0.00     0.00
   -30.00   -55.00    43.51    41.18    83.16    14.65    38.15    -1.87    -2.89     1.19   -30.33   -56.24     0.00     0.00
   -30.00   -60.00    64.06    38.51    82.90    14.65    59.32    -1.87    -3.36     1.43   -30.33   -61.51     0.00     0.00
   -30.00   -65.00    97.70    34.14    80.94    14.65   103.36    -1.87    -4.04     1.66   -30.33   -66.78     0.00     0.00
   -30.00   -70.00   174.40    24.17    73.42    14.65   243.04    -1.87    -5.23     1.90   -30.33   -71.93     0.00     0.00
   -30.00   -75.00   252.73    13.99    64.46    14.65   431.35    -1.87    -6.00     2.03   -30.33   -74.04     0.00  -658.47
   -30.00   -80.00   258.24    13.28    64.46    14.65   405.99    -1.87    -6.03     2.10   -30.33   -75.69     0.00 -1511.53
   -35.00     0.00   -19.96    48.24    65.59    15.29    18.00    -1.97    -1.75    -1.68   -35.46     0.00     0.00     0.00
   -35.00     5.00   -20.78    48.35    63.20    15.29    18.68    -1.97    -1.79    -1.92   -35.46     4.99     0.00     0.00
   -35.00    10.00   -21.20    48.41    60.74    15.29    19.28    -1.97    -1.83    -2.16   -35.46     9.96     0.00     0.00
   -35.00    15.00   -21.19    48.41    58.23    15.29    19.79    -1.97    -1.89    -2.40   -35.46    14.91     0.00     0.00
   -35.00    20.00   -20.74    48.35    55.65    15.29    20.19    -1.97    -1.95    -2.65   -35.46    19.85     0.00     0.00
   -35.00    25.00   -19.79    48.22    52.99    15.29    20.50    -1.97    -2.02    -2.89   -35.46    24.78     0.00     0.00
   -35.00    30.00   -18.28    48.01    50.25    15.29    20.72    -1.97    -2.09    -3.13   -35.46    29.68     0.00     0.00
   -35.00    35.00   -16.13    47.72    47.42    15.29    20.87    -1.97    -2.17    -3.38   -35.46    34.57     0.00     0.00
   -35.00    40.00   -13.21    47.32    44.48    15.29    20.96    -1.97    -2.26    -3.62   -35.46    39.45     0.00     0.00
   -35.00    45.00    -9.37    46.80    41.41    15.29    21.02    -1.97    -2.34    -3.87   -35.46    44.31     0.00     0.00
   -35.00    50.00    -4.37    46.12    38.18    15.29    21.06    -1.97    -2.44    -4.11   -35.46    49.16     0.00     0.00
   -35.00    55.00     2.10    45.24    34.75    15.29    21.12    -1.97    -2.53    -4.36   -35.46    53.99     0.00     0.00
   -35.00    60.00    10.48    44.09    31.04    15.29    21.24    -1.97    -2.62    -4.61   -35.46    58.81     0.00     0.00
   -35.00    65.00    21.45    42.60    26.98    15.29    21.45    -1.97    -2.72    -4.86   -35.46    63.61     0.00     0.00
   -35.00    70.00    36.02    40.61    22.43    15.29    21.80    -1.97    -2.81    -5.11   -35.46    68.40     0.00     0.00
   -35.00    75.00    55.82    37.91    17.15    15.29    22.35    -1.97    -2.91    -5.36   -35.46    73.17     0.00     0.00
   -35.00    80.00    83.68    34.12    10.77    15.29    23.15    -1.97    -3.00    -5.61   -35.46    77.93     0.00     0.00
   -35.00     0.00   -19.96    48.24    65.59    15.29    18.00    -1.97    -1.75    -1.68   -35.46     0.00     0.00     0.00
   -35.00    -5.00   -18.72    48.07    67.92    15.29    17.25    -1.97    -1.73    -1.44   -35.46    -5.01     0.00     0.00
   -35.00   -10.00   -17.04    47.84    70.18    15.29    16.48    -1.97    -1.72    -1.20   -35.46   -10.03     0.00     0.00
   -35.00   -15.00   -14.90    47.55    72.37    15.29    15.73    -1.97    -1.72    -0.96   -35.46   -15.08     0.00     0.00
   -35.00   -20.00   -12.24    47.19    74.49    15.29    15.09    -1.97    -1.75    -0.72   -35.46   -20.14     0.00     0.00
   -35.00   -25.00    -8.96    46.74    76.52    15.29    14.67    -1.97    -1.79    -0.48   -35.46   -25.22     0.00     0.00
   -35.00   -30.00    -4.95    46.20    78.43    15.29    14.65    -1.97    -1.87    -0.24   -35.46   -30.33     0.00     0.00
   -35.00   -35.00     0.00    45.52    80.21    15.29    15.29    -1.97    -1.97     0.00   -35.46   -35.46     0.00     0.00
   -35.00   -40.00     6.16    44.68    81.82    15.29    16.99    -1.97    -2.11     0.24   -35.46   -40.62     0.00     0.00
   -35.00   -45.00    13.97    43.62    83.20    15.29    20.43    -1.97    -2.30     0.48   -35.46   -45.80     0.00     0.00
   -35.00   -50.00    24.15    42.23    84.24    15.29    26.76    -1.97    -2.55     0.71   -35.46   -51.00     0.00     0.00
   -35.00   -55.00    37.99    40.34    84.78    15.29    38.15    -1.97    -2.89     0.95   -35.46   -56.24     0.00     0.00
   -35.00   -60.00    58.06    37.61    84.45    15.29    59.32    -1.97    -3.36     1.19   -35.46   -61.51     0.00     0.00
   -35.00   -65.00    90.80    33.15    82.40    15.29   103.36    -1.97    -4.04     1.42   -35.46   -66.78     0.00     0.00
   -35.00   -70.00   165.06    23.03    74.73    15.29   243.04    -1.97    -5.23     1.67   -35.46   -71.93     0.00     0.00
   -35.00   -75.00   240.50    12.74    65.67    15.29   431.35    -1.97    -6.00     1.79   -35.46   -74.04     0.00  -658.47
   -35.00   -80.00   245.88    12.01    65.65    15.29   405.99    -1.97    -6.03     1.86   -35.46   -75.69     0.00 -1511.53
   -40.00     0.00   -27.04    47.65    67.44    16.99    18.00    -2.11    -1.75    -1.92   -40.62     0.00     0.00     0.00
   -40.00     5.00   -28.12    47.80    65.09    16.99    18.68    -2.11    -1.79    -2.16   -40.62     4.99     0.00     0.00
   -40.00    10.00   -28.83    47.90    62.68    16.99    19.28    -2.11    -1.83    -2.40   -40.62     9.96     0.00     0.00
   -40.00    15.00   -29.16    47.95    60.21    16.99    19.79    -2.11    -1.89    -2.64   -40.62    14.91     0.00     0.00
   -40.00    20.00   -29.09    47.94    57.68    16.99    20.19    -2.11    -1.95    -2.89   -40.62    19.85     0.00     0.00
   -40.00    25.00   -28.59    47.87    55.09    16.99    20.50    -2.11    -2.02    -3.13   -40.62    24.78     0.00     0.00
   -40.00    30.00   -27.60    47.73    52.41    16.99    20.72    -2.11    -2.09    -3.37   -40.62    29.68     0.00     0.00
   -40.00    35.00   -26.06    47.51    49.66    16.99    20.87    -2.11    -2.17    -3.62   -40.62    34.57     0.00     0.00
   -40.00    40.00   -23.86    47.20    46.81    16.99    20.96    -2.11    -2.26    -3.86   -40.62    39.45     0.00     0.00
   -40.00    45.00   -20.88    46.77    43.84    16.99    21.02    -2.11    -2.34    -4.11   -40.62    44.31     0.00     0.00
   -40.00    50.00   -16.93    46.21    40.73    16.99    21.06    -2.11    -2.44    -4.35   -40.62    49.16     0.00     0.00
   -40.00    55.00   -11.76    45.48    37.44    16.99    21.12    -2.11    -2.53    -4.60   -40.62    53.99     0.00     0.00
   -40.00    60.00    -5.01    44.52    33.92    16.99    21.24    -2.11    -2.62    -4.85   -40.62    58.81     0.00     0.00
   -40.00    65.00     3.83    43.26    30.10    16.99    21.45    -2.11    -2.72    -5.10   -40.62    63.61     0.00     0.00
   -40.00    70.00    15.55    41.60    25.86    16.99    21.80    -2.11    -2.81    -5.35   -40.62    68.40     0.00     0.00
   -40.00    75.00    31.39    39.35    21.04    16.99    22.35    -2.11    -2.91    -5.60   -40.62    73.17     0.00     0.00
   -40.00    80.00    53.38    36.23    15.34    16.99    23.15    -2.11    -3.00    -5.85   -40.62    77.93     0.00     0.00
   -40.00     0.00   -27.04    47.65    67.44    16.99    18.00    -2.11    -1.75    -1.92   -40.62     0.00     0.00     0.00
   -40.00    -5.00   -25.58    47.44    69.73    16.99    17.25    -2.11    -1.73    -1.68   -40.62    -5.01     0.00     0.00
   -40.00   -10.00   -23.72    47.17    71.96    16.99    16.48    -2.11    -1.72    -1.44   -40.62   -10.03     0.00     0.00
   -40.00   -15.00   -21.41    46.85    74.12    16.99    15.73    -2.11    -1.72    -1.20   -40.62   -15.08     0.00     0.00
   -40.00   -20.00   -18.62    46.45    76.20    16.99    15.09    -2.11    -1.75    -0.96   -40.62   -20.14     0.00     0.00
   -40.00   -25.00   -15.24    45.97    78.19    16.99    14.67    -2.11    -1.79    -0.72   -40.62   -25.22     0.00     0.00
   -40.00   -30.00   -11.14    45.39    80.08    16.99    14.65    -2.11    -1.87    -0.48   -40.62   -30.33     0.00     0.00
   -40.00   -35.00    -6.16    44.68    81.82    16.99    15.29    -2.11    -1.97    -0.24   -40.62   -35.46     0.00     0.00
   -40.00   -40.00     0.00    43.81    83.40    16.99    16.99    -2.11    -2.11     0.00   -40.62   -40.62     0.00     0.00
   -40.00   -45.00     7.76    42.71    84.74    16.99    20.43    -2.11    -2.30     0.24   -40.62   -45.80     0.00     0.00
   -40.00   -50.00    17.82    41.28    85.74    16.99    26.76    -2.11    -2.55     0.48   -40.62   -51.00     0.00     0.00
   -40.00   -55.00    31.43    39.35    86.23    16.99    38.15    -2.11    -2.89     0.71   -40.62   -56.24     0.00     0.00
   -40.00   -60.00    51.08    36.56    85.85    16.99    59.32    -2.11    -3.36     0.95   -40.62   -61.51     0.00     0.00
   -40.00   -65.00    83.01    32.03    83.73    16.99   103.36    -2.11    -4.04     1.19   -40.62   -66.78     0.00     0.00
   -40.00   -70.00   155.06    21.80    75.95    16.99   243.04    -2.11    -5.23     1.43   -40.62   -71.93     0.00     0.00
   -40.00   -75.00   227.92    11.46    66.83    16.99   431.35    -2.11    -6.00     1.55   -40.62   -74.04     0.00  -658.47
   -40.00   -80.00   233.18    10.71    66.80    16.99   405.99    -2.11    -6.03     1.62   -40.62   -75.69     0.00 -1511.53
   -45.00     0.00   -36.19    46.88    69.11    20.43    18.00    -2.30    -1.75    -2.16   -45.80     0.00     0.00     0.00
   -45.00     5.00   -37.60    47.09    66.82    20.43    18.68    -2.30    -1.79    -2.40   -45.80     4.99     0.00     0.00
   -45.00    10.00   -38.67    47.24    64.46    20.43    19.28    -2.30    -1.83    -2.64   -45.80     9.96     0.00     0.00
   -45.00    15.00   -39.42    47.35    62.06    20.43    19.79    -2.30    -1.89    -2.88   -45.80    14.91     0.00     0.00
   -45.00    20.00   -39.82    47.41    59.60    20.43    20.19    -2.30    -1.95    -3.12   -45.80    19.85     0.00     0.00
   -45.00    25.00   -39.85    47.42    57.08    20.43    20.50    -2.30    -2.02    -3.37   -45.80    24.78     0.00     0.00
   -45.00    30.00   -39.48    47.36    54.49    20.43    20.72    -2.30    -2.09    -3.61   -45.80    29.68     0.00     0.00
